PCID,SMILES,Avg_T_half,Sem_T_half,Norm_T_half,Norm_Sem_T_half,Feature,Docking,Close,Loose
70778853,CC(=O)N1CCN([C@H]2CS(=O)(=O)C[C@@H]12)C(=O)c1cc(C)c[nH]1 |r|,16.75,0.083333333,1.020304569,0.033496616,"[-0.8357601761817932, -2.8441734313964844, -2.6761763095855713, 2.0834548473358154, -0.7304903864860535, -0.6050941348075867, 1.2247275114059448, 2.2678298950195312, -1.1004706621170044, 2.534674882888794, 2.3254144191741943, 0.9031899571418762, 1.2487614154815674, 3.4707491397857666, 0.939976155757904, 0.3962097764015198, -1.1528724431991577, -1.519811749458313, 0.27320876717567444, -0.15042032301425934, -0.46696344017982483, 0.6310465335845947, -0.78055739402771, 1.7791115045547485, 0.3418131172657013, -0.9987897872924805, 1.8226616382598877, -0.9089138507843018, 1.8141063451766968, -0.3399575352668762, 0.48411303758621216, -0.20096492767333984, -10.96405029296875, 0.31417351961135864, -0.0478641539812088, 0.22520893812179565, -0.12677419185638428, -0.4065555930137634, -0.7357287406921387, -0.40973830223083496, 0.2956368029117584, -0.1814320832490921, -0.2511618137359619, 0.13642379641532898, -0.28627949953079224, -0.6485255360603333, 0.04660995677113533, -0.45967909693717957, 0.3787572979927063, 1.058849811553955, 0.3425835371017456, -1.7348264455795288, -0.41998234391212463, -0.10392027348279953, 0.021426189690828323, 0.5090475082397461]",1,0,0
71988379,O=C(NS(=O)(=O)c1cccnc1)C1CC11CCCc2ccccc12,16.5,0.5,1.005076142,0.044625061,"[-0.38562506437301636, 1.2081053256988525, 0.2121562957763672, 1.4212085008621216, -0.9042232632637024, 0.8286845684051514, -0.4373754560947418, 0.3048408031463623, 0.3243856728076935, 1.1188005208969116, -1.3620927333831787, 1.8419215679168701, 3.5167717933654785, 2.7238166332244873, 4.982351779937744, 0.6936632394790649, 1.40242338180542, 2.748652219772339, -1.2268987894058228, 1.310004472732544, -1.1468188762664795, 0.13121232390403748, -3.845216751098633, -0.2632744312286377, -0.026555269956588745, -2.230753183364868, -1.6559065580368042, -0.12621071934700012, -0.09547543525695801, -0.5349236130714417, 0.07683439552783966, 0.6787844300270081, 0.656261682510376, -0.5890482068061829, -0.01655353605747223, 0.6620140075683594, -0.43270760774612427, -0.004554159939289093, 0.2580586075782776, -0.2623635530471802, -0.2806950807571411, 0.06435972452163696, -0.23739281296730042, 0.2555426359176636, -0.4222015142440796, -0.663329005241394, 0.0342520996928215, 0.13248556852340698, -0.444983571767807, 0.2466321736574173, 0.14060476422309875, 0.14115139842033386, 0.08386751264333725, 0.08687768131494522, 0.18284694850444794, -0.21639946103096008]",1,0,0
135646725,CC1CC(=O)c2cnc3nc([nH]c(=O)c3c2C1)N1CCCCC1,16,0.5,0.974619289,0.043907876,"[-0.6201021075248718, -2.932310104370117, 3.3703043460845947, 5.325259208679199, 3.389286756515503, -2.369804620742798, -2.385638475418091, 0.9821245670318604, -2.2559211254119873, 3.1293811798095703, 1.6773416996002197, 0.3508017659187317, 2.753401756286621, 0.9968059062957764, 1.2455191612243652, -1.5415421724319458, 0.2928423583507538, -0.14841821789741516, -1.6578329801559448, -0.21929870545864105, 2.129453420639038, -0.5418574810028076, -0.6181263327598572, -1.6901533603668213, -0.2955990731716156, -2.495941638946533, -0.5475060939788818, 1.5303059816360474, 0.09792132675647736, 0.2883675694465637, 0.08946864306926727, 0.22497938573360443, -0.6655929088592529, -0.4701351523399353, 0.15256035327911377, 1.0082924365997314, -0.07061418890953064, -0.0646258071064949, -0.21152271330356598, -0.18596257269382477, -0.14923959970474243, -0.2924395799636841, -0.2688424587249756, 1.0606220960617065, 0.3241838216781616, -0.48901185393333435, 0.12961086630821228, 0.32415565848350525, -0.22652262449264526, -0.1360154151916504, 0.5706465840339661, 0.04822113364934921, -0.1764761209487915, 0.29241085052490234, -0.7584869861602783, 0.529120683670044]",1,0,0
56748010,CN1CCC2(CC1)CN(CCN2C)C(=O)Cc1c(C)[nH]c(=O)[nH]c1=O,15.5,0.166666667,1,0.012798259,"[-0.7162671685218811, -0.7604041695594788, -4.01046895980835, -0.5564246773719788, 0.17121151089668274, -0.7610231041908264, -1.1073542833328247, 5.522062301635742, -0.8766855001449585, -0.12209980189800262, -0.1375424712896347, 1.3466880321502686, 2.918390989303589, 2.6672966480255127, 3.0364246368408203, -1.2244054079055786, -3.357905149459839, -2.8542704582214355, 0.8405976295471191, -1.5454113483428955, -0.4843221604824066, -1.1948105096817017, 0.33283475041389465, -2.1738460063934326, 3.485830307006836, 3.3218441009521484, 2.735060930252075, -0.5173059701919556, 0.17164528369903564, -0.26867154240608215, -0.1403871476650238, 0.3330584764480591, 0.90868079662323, -0.29395461082458496, 0.7582094073295593, 0.9015282392501831, -0.012618452310562134, 0.15115484595298767, -0.3444100022315979, 0.022995956242084503, 0.2682968080043793, 0.6830264925956726, 0.031714364886283875, 0.008071020245552063, -0.38651055097579956, -0.3750276565551758, 0.05547647923231125, 0.35279667377471924, -0.5232864618301392, 0.11606180667877197, 0.599631130695343, -0.31617486476898193, 0.08371206372976303, 0.133087158203125, -0.32014480233192444, -0.10619491338729858]",1,0,0
71851338,Cc1nnnn1-c1ccc(F)c(NC(=O)Cn2ccc(C)cc2=O)c1,14.75,0.083333333,0.951612903,0.008516507,"[-0.3125993609428406, 0.19622741639614105, 0.42264676094055176, 0.2948905825614929, 0.7988235354423523, -1.923718810081482, -2.569117546081543, 0.46643146872520447, 1.462721824645996, 2.7229087352752686, 1.8752350807189941, -2.995980739593506, 1.2489840984344482, 2.9239983558654785, 3.1962764263153076, -0.6745448708534241, -0.8624022006988525, -2.0373048782348633, 1.5753577947616577, 0.34844887256622314, -0.6915499567985535, 1.154660940170288, -0.5523324608802795, -0.16589631140232086, 1.064975380897522, -0.02241791971027851, -1.0845704078674316, 2.7002508640289307, 0.22938846051692963, -0.4324098229408264, 0.2816862165927887, 0.19895808398723602, 0.2664392292499542, 0.03759657219052315, 0.3871162533760071, 0.22692403197288513, 0.48891210556030273, -0.11495036631822586, -0.22356946766376495, -0.09691733121871948, 0.3087112009525299, 0.43221214413642883, 0.3967629671096802, 0.08439299464225769, 0.03980814665555954, 0.09020040929317474, 0.2130630612373352, -0.0008995737880468369, -0.5093623995780945, 0.2163984775543213, 0.21593236923217773, -0.2431972622871399, -0.4390052855014801, 0.174165278673172, -0.0904124528169632, 0.69441819190979]",1,0,0
72878011,O=C1CCC2(CCOC2)CN1CCCn1nnc2ccccc12,15.16666667,0.333333333,0.978494624,0.022552307,"[0.5752036571502686, -1.1223249435424805, 0.8535681962966919, -2.0985584259033203, 0.9307445883750916, -0.13631847500801086, -1.0424004793167114, 1.8727604150772095, -0.9495053887367249, -1.7891665697097778, 4.810614109039307, 0.24081571400165558, 3.0407726764678955, 0.4865978956222534, 1.1670109033584595, 0.28403180837631226, -2.3754565715789795, 0.4501743018627167, 3.184915781021118, -1.9467872381210327, -0.5304024815559387, -0.30311253666877747, 0.6688995957374573, -1.3298561573028564, -2.6719064712524414, 1.2286818027496338, -1.3082908391952515, 2.6917035579681396, 0.052106890827417374, -0.43221771717071533, 0.13401979207992554, 0.6256826519966125, 0.35689491033554077, 0.11096514761447906, 0.6802258491516113, 0.76567542552948, -0.24379543960094452, 0.0126042440533638, 0.21236145496368408, 0.019729845225811005, -0.17458787560462952, 0.6092765927314758, -0.01994684338569641, 0.2009049355983734, -0.47450071573257446, -0.24313336610794067, 0.342959463596344, -0.2697395384311676, -0.2887067198753357, -0.3150109648704529, 0.37309420108795166, -0.24048608541488647, 0.04353349655866623, 0.565808892250061, 0.21350491046905518, 0.05073782801628113]",1,0,0
24442715,O=C(NC12CC3CC(CC(C3)C1)C2)C1CN(C2CCCC2)C(=O)C1,16.5,0.166666667,1.064516129,0.013046536,"[1.1892279386520386, -0.42968615889549255, -1.0936213731765747, -0.0651841014623642, -0.7868358492851257, 0.47604700922966003, -1.0968579053878784, 3.818648099899292, -0.7504205107688904, 0.27661746740341187, 2.7530605792999268, 1.7368842363357544, 2.501837968826294, -1.969549536705017, 2.152294397354126, 0.4507754445075989, -1.0146974325180054, -1.9697959423065186, -1.283168911933899, 0.1738560050725937, 1.885841965675354, -1.8889447450637817, -0.720912754535675, 1.5027477741241455, 0.3077199161052704, -0.23263897001743317, -1.8379305601119995, 3.60345196723938, 0.6674478650093079, 0.18697556853294373, 0.46841147541999817, 0.2216569483280182, -0.6619173288345337, -0.08111818134784698, 0.2705775499343872, 0.9023149609565735, 0.13466563820838928, 0.022964030504226685, -0.3672410547733307, 0.1838521659374237, 0.11020389944314957, 0.6170334815979004, -0.40038996934890747, 0.33166372776031494, -0.06004936248064041, 0.09930187463760376, 0.5327581763267517, 0.17754168808460236, -0.4556523859500885, -0.270174503326416, 0.2618100047111511, -0.5967350602149963, -0.03488624840974808, 0.18936946988105774, 0.20288337767124176, 0.15653899312019348]",1,0,0
45738116,CN1C(=O)c2ccc(NC(=O)C3CCC=CC3)cc2C1=O |c:14|,14.83333333,0.5,0.956989247,0.032934828,"[0.8092948794364929, -2.2249889373779297, -1.6238343715667725, 1.7568680047988892, -1.7320367097854614, 0.7908881902694702, -1.9423184394836426, 3.7868964672088623, 2.3555891513824463, 0.7562064528465271, 1.6420831680297852, 2.187692642211914, 0.4252057671546936, -0.6382235288619995, 1.8513967990875244, 0.161481574177742, -1.0773946046829224, -1.9932184219360352, -0.17402620613574982, 1.78892183303833, 0.8290937542915344, -1.6659198999404907, -0.5311067700386047, 0.992442786693573, 0.23227578401565552, 2.2245349884033203, -0.2455572783946991, 2.389493227005005, 0.05413636937737465, -0.3460644781589508, -0.10790318250656128, 0.3765343427658081, 0.601646900177002, -0.08772701025009155, 0.3285977840423584, 0.7473450899124146, 0.03172828257083893, 0.10002969950437546, -0.5364338159561157, -0.11985611915588379, -0.16831763088703156, 0.2785913944244385, -0.5562348961830139, 0.5463094115257263, 0.5180807113647461, 0.03302872180938721, 0.11606433987617493, 0.08643273264169693, -0.30641409754753113, -0.12460125982761383, 0.07897274196147919, -0.006205014884471893, -0.3642222583293915, 0.43930715322494507, -0.15470287203788757, 0.388695627450943]",1,0,0
56737926,Cc1ccc(C)c(c1)-n1ccc2c(nnc3ncnn23)c1=O,16.91666667,0.083333333,1.030456853,0.033822298,"[-4.359069347381592, -3.7495474815368652, 1.6235225200653076, 1.7047570943832397, 0.3686007857322693, -2.609501361846924, -0.8544892072677612, 3.645986795425415, 2.919520854949951, 1.0803487300872803, -1.2532522678375244, -1.710288166999817, -2.847909927368164, 0.06888285279273987, 1.7481828927993774, -1.3584338426589966, -0.04867732524871826, -0.7742530703544617, 0.08035129308700562, 1.3775924444198608, -0.06759164482355118, 1.0258766412734985, 1.054949402809143, -1.2655127048492432, 0.027171820402145386, 1.6846598386764526, 0.6808180809020996, 0.3793310225009918, 0.35802769660949707, -0.9089261293411255, 0.4575996398925781, 0.0022559892386198044, 0.3630341589450836, -0.49571865797042847, 0.38997983932495117, -0.016991235315799713, -0.12485580146312714, -0.02425537258386612, 0.1251276731491089, -0.4920501410961151, 0.6456082463264465, 0.7336397767066956, 0.12714220583438873, 0.11581210792064667, -0.026120387017726898, -0.312486469745636, 0.7109524607658386, 0.11841121315956116, 0.05381185933947563, -0.1625186800956726, 0.0935869961977005, -0.34774938225746155, -0.20457756519317627, 0.3199993669986725, 0.22202853858470917, 0.6343951225280762]",1,0,0
42581998,Fc1ccc(C(=O)Nc2ccc3OCCOc3c2)c(c1)-n1cnnn1,17,0.166666667,1.035532995,0.035104034,"[-2.9544944763183594, -1.1413884162902832, -0.37154853343963623, -0.7821881175041199, 0.3133894205093384, 0.8617514967918396, -1.267104148864746, -0.44910773634910583, 0.5287367105484009, 1.8829129934310913, 0.10563190281391144, -0.7587246894836426, -0.2317010909318924, -0.5771310329437256, 0.7810848355293274, -0.8273540735244751, 0.7838737964630127, -1.0749609470367432, 0.4235207736492157, -1.8613725900650024, -1.6350277662277222, 0.014283686876296997, -2.345055103302002, -1.45191490650177, -2.5926742553710938, -1.523521900177002, -1.4401836395263672, 3.40377140045166, -0.17831143736839294, -0.19381201267242432, 0.03743322193622589, -0.37582412362098694, 0.09448868036270142, 0.0849795788526535, 0.39894354343414307, 0.42880770564079285, 0.19996954500675201, -0.14978516101837158, -0.7028316259384155, 0.22781142592430115, 0.18534430861473083, -0.0992937833070755, 0.037322238087654114, 0.04856120049953461, -0.1677471399307251, -0.6108511686325073, -0.15211284160614014, 0.11766029894351959, -0.3806206285953522, 0.4191795587539673, 0.2591719627380371, 0.026967979967594147, -0.06401381641626358, -0.12836751341819763, -0.41903364658355713, 0.6837806701660156]",1,0,0
45106140,Cc1cc(O)n2nc(nc2n1)C12CC3CC(CC(C3)C1)C2,17.41666667,0.25,1.060913706,0.037645209,"[-3.147939682006836, -1.294373869895935, 1.0530884265899658, 1.4553993940353394, 2.42564058303833, -2.2645270824432373, 2.5119001865386963, 1.061220407485962, 1.1811268329620361, -0.2889585494995117, 0.23386622965335846, 1.0081948041915894, 2.4255754947662354, -0.3709923028945923, 0.3843969702720642, -2.9259910583496094, -5.646641731262207, -0.4283560812473297, -0.11306627094745636, 0.392852783203125, 1.001590609550476, -0.4419877529144287, -1.2057631015777588, 0.7884188890457153, 0.46751680970191956, -1.882205843925476, 0.04203895851969719, -1.427209496498108, 0.6652719378471375, 0.006696261465549469, 0.415730744600296, -0.055288009345531464, 0.003911737352609634, -0.463528573513031, 0.31206071376800537, 0.9237896203994751, 0.3154835104942322, 0.30671370029449463, -0.1718507707118988, 0.41808733344078064, 0.17692336440086365, 0.4693669080734253, 0.2120436280965805, 0.18232499063014984, -0.23872333765029907, 0.1635553538799286, 0.5926446914672852, -0.02074490673840046, -0.29213133454322815, 0.11363527178764343, 0.24920327961444855, -0.4984264671802521, -0.15623512864112854, 0.08916420489549637, 0.22349168360233307, 0.31023108959198]",1,0,0
45814829,C1CC(CN(C1)c1ncnc2nc[nH]c12)c1nnc2CCCCCn12,16.16666667,0.166666667,0.984771574,0.033530558,"[-2.0156068801879883, -1.222550868988037, -3.711836099624634, 0.8828797936439514, 2.451801300048828, -3.1481521129608154, 2.4080328941345215, 2.6219403743743896, -0.39148765802383423, -0.6678444147109985, -0.6129054427146912, 0.9872881770133972, 1.5674552917480469, -0.873508095741272, 1.6107174158096313, -2.8990471363067627, 0.15513059496879578, -4.150378227233887, -0.7719147205352783, -5.940763473510742, -1.8155878782272339, -2.9350595474243164, -1.8656342029571533, -2.6320390701293945, -1.2780697345733643, -1.4344043731689453, -1.2911431789398193, 1.8540414571762085, 0.2476235181093216, -0.5404579639434814, 0.4997841715812683, 0.045294955372810364, 0.8727684617042542, -0.6077882051467896, -0.06328369677066803, -0.053957633674144745, -0.012506216764450073, 0.4112902581691742, -0.6120487451553345, 0.053468652069568634, 0.3275037407875061, 0.3437836170196533, -0.5979366302490234, 0.036141157150268555, 0.4357767403125763, -0.4158725142478943, 0.01612972468137741, 0.17899353802204132, 0.07300302386283875, -0.586348295211792, 0.13443796336650848, -0.2744635045528412, -0.6389399170875549, -0.2514571249485016, -0.2067929059267044, 0.24792970716953278]",1,0,0
128757797,NC1(CNC(=O)Nc2ccn3ccnc3c2)C2CC3CC(C2)CC1C3,17.5,0.166666667,1.065989848,0.036051283,"[1.6557414531707764, 2.127117156982422, -0.663741409778595, -2.1564834117889404, -3.353623867034912, -3.6581199169158936, 0.0733843743801117, 3.201404333114624, -0.3182084560394287, -0.5406702756881714, 1.7387815713882446, -3.318751096725464, -0.57285076379776, -1.4611455202102661, -1.043727993965149, -0.9490590691566467, -1.6924763917922974, 1.1469584703445435, -4.446018218994141, 3.6753015518188477, -0.330367773771286, -0.8744972348213196, -2.5131185054779053, 0.07864052802324295, 2.7361061573028564, 1.8880592584609985, -2.009108066558838, 2.3603131771087646, 0.2117360234260559, -0.36707964539527893, -0.010321319103240967, -0.28279033303260803, -1.0189311504364014, 0.08790673315525055, 0.32762694358825684, 0.10385564714670181, 0.49351561069488525, -0.464375376701355, -0.19803759455680847, -0.4752868413925171, 0.25112608075141907, 0.3496268391609192, 0.08413098752498627, 0.20335035026073456, 0.3464427888393402, 0.14958107471466064, 0.16387000679969788, 0.34899526834487915, -0.18412888050079346, 0.32210150361061096, 0.11665357649326324, -0.4353967607021332, -0.0522584393620491, -0.3586820065975189, -0.46265730261802673, 0.47512567043304443]",1,0,0
1975877,Cc(c(OCc1n[nH]nn1)cc2)c3c2c(cccc4)c4c(=O)o3,33.3335,0.1665,1.764704325,0.03737656,"[-2.62620210647583, -3.1007633209228516, -1.8361940383911133, 1.7365018129348755, 0.7082868218421936, 0.334218829870224, -1.6478945016860962, 1.7981328964233398, 1.7808473110198975, -1.1537185907363892, 0.3430335223674774, 0.4548410177230835, -0.6377129554748535, 0.10079336166381836, -2.8510031700134277, -1.2942172288894653, 1.2459443807601929, -0.4310413897037506, 3.000523567199707, -0.6157158017158508, -0.4883575737476349, 0.39541423320770264, 0.5002027153968811, 0.3640947639942169, -3.3308963775634766, -1.934110403060913, 1.8001794815063477, -0.12758587300777435, -0.00554228201508522, -0.37214362621307373, 0.12316474318504333, 0.6466478705406189, 0.5765515565872192, -0.7756121754646301, 0.1365615874528885, -0.1958421766757965, -0.15722990036010742, -0.3036113977432251, 0.19384855031967163, -0.7975074648857117, 0.5979636311531067, 0.2457793802022934, -0.5285879373550415, 0.4812639355659485, 0.603610098361969, -0.18332204222679138, 0.10464654862880707, 0.16977159678936005, -0.3250695466995239, 0.2929752469062805, 0.375042200088501, -0.04033837839961052, -0.1456843912601471, 0.6831507682800293, -0.21354681253433228, -0.20055818557739258]",0,1,0
2029680,O=c(oc1c2ccc(OCc3[nH]nnn3)c1)c4c2cccc4,21.167,0,1.120599,0.023065,"[-1.2745548486709595, -2.863384962081909, -1.4130268096923828, 1.829103708267212, -1.0921064615249634, 0.9878212213516235, -0.4001711905002594, 2.238062858581543, 0.45705291628837585, -0.5675157308578491, 0.41616931557655334, 1.4225844144821167, -1.4818602800369263, -2.423267126083374, -0.3417460024356842, -2.847559690475464, 1.9169013500213623, -1.5494581460952759, 3.8593199253082275, 1.0029284954071045, 0.4549653232097626, -1.0837225914001465, 0.26707977056503296, 0.47258898615837097, -4.963609218597412, -0.8708320260047913, -0.6540611982345581, -1.3233476877212524, 0.07879243046045303, -0.045685235410928726, -0.07923264801502228, 0.6429237127304077, 0.1962718665599823, -0.12113702297210693, 0.39650386571884155, 0.7844293713569641, 0.25202643871307373, -0.15881013870239258, -0.23484332859516144, -0.40956348180770874, 0.26875996589660645, 0.1485152244567871, -0.1545487493276596, 0.5949905514717102, 0.385012686252594, -0.18834421038627625, 0.1418101191520691, 0.31572726368904114, -0.445370078086853, 0.5239404439926147, 0.25390124320983887, -0.09499961137771606, -0.16937215626239777, 0.5638770461082458, -0.031154749915003777, 0.2924959361553192]",0,1,0
1971138,COc(cc1)cc2c1c(ccc(OCc3[nH]nnn3)c4C)c4oc2=O,87,,4.627659574,,"[-2.1859383583068848, -2.8554201126098633, -2.3122146129608154, 1.1347724199295044, 1.1269078254699707, -0.8600538969039917, -2.5124900341033936, -0.4392344057559967, 0.44428133964538574, 0.293768048286438, -0.4201693534851074, 0.3512495458126068, 1.9718899726867676, 0.16001936793327332, -3.367600917816162, -1.2477558851242065, 2.7450945377349854, -1.2954363822937012, 2.0298516750335693, 0.23120872676372528, -0.1528129279613495, -0.03939872980117798, 0.9997652173042297, 0.9865957498550415, -3.9249942302703857, -2.086488962173462, 2.944911241531372, -0.295100599527359, 0.16117200255393982, -0.6417201161384583, 0.21051913499832153, 0.6639841794967651, 0.17166242003440857, -0.38767650723457336, 0.14414159953594208, -0.16813313961029053, -0.1504603624343872, -0.40699607133865356, 0.0028056353330612183, -0.8724808692932129, 0.7956274151802063, 0.2353493720293045, -0.17719009518623352, 0.3097462058067322, 0.3820659816265106, -0.00447729229927063, 0.08734963089227676, 0.3392989933490753, -0.5743775963783264, 0.26212814450263977, -0.054397910833358765, -0.1384064257144928, -0.28363269567489624, 0.5390963554382324, -0.15451973676681519, -0.30095577239990234]",0,1,0
3796664,Cc1c2oc(=O)cc(C)c2ccc1OCc3nnn[nH]3,16.5,0.38509263,0.873524273,0.027182639,"[-2.1430814266204834, -5.2235798835754395, -0.9979965090751648, 2.102160930633545, 0.34568551182746887, -1.690168023109436, -0.6528799533843994, -1.4578107595443726, -1.064483404159546, 2.3243346214294434, 0.7646751403808594, 1.3071978092193604, 0.7895122170448303, 0.40051376819610596, -2.221435308456421, -0.8981173038482666, 0.32001686096191406, 0.43561431765556335, 2.292834758758545, 0.4462559223175049, 2.9345309734344482, -2.012600898742676, 2.458249092102051, 0.5303483009338379, -2.941917657852173, -1.439785361289978, 1.9974228143692017, -1.1726676225662231, 0.31926965713500977, -0.4410559833049774, 0.1130630224943161, 0.008341893553733826, 0.15703614056110382, -0.9393646717071533, -0.08119837939739227, -0.34725239872932434, 0.03616348281502724, -0.5643603205680847, 0.17984512448310852, -0.8335448503494263, 0.9315024614334106, 0.34671467542648315, -0.08870915323495865, 0.482158362865448, 0.6929367184638977, 0.18113723397254944, 0.4063580632209778, -0.2868666350841522, -0.34956008195877075, 0.6860010027885437, 0.24430298805236816, -0.21289017796516418, -0.3047676086425781, 0.29035481810569763, -0.22525188326835632, -0.14680419862270355]",0,1,0
666479,O=c1cc(c2ccccc2)c3ccc(OCc4nnn[nH]4)c(C)c3o1,24.33333333,0.192546387,1.288227716,0.028407072,"[-2.010737657546997, -2.563969135284424, -2.870028495788574, 0.7412128448486328, 1.0386111736297607, -0.6752592325210571, -2.31819748878479, 0.7783915400505066, 0.03495694696903229, -0.24785436689853668, -0.6645700931549072, 1.1014487743377686, 1.0401147603988647, 0.5073407292366028, -3.445026159286499, -0.6053949594497681, 1.8922886848449707, -1.108680009841919, 2.268197536468506, -0.7885990738868713, 1.5511873960494995, 0.4501776099205017, 0.889597475528717, -0.10369373112916946, -4.122861385345459, -2.457353115081787, 0.8275501728057861, -0.38063329458236694, 0.14229020476341248, -0.3585226535797119, 0.21123522520065308, -0.11964184045791626, 0.1105116605758667, -0.704600989818573, -0.06482857465744019, -0.3732477128505707, -0.1296229213476181, -0.55037921667099, -0.023086994886398315, -0.7254599332809448, 0.9606372714042664, 0.44592684507369995, -0.31514984369277954, 0.17085683345794678, 0.39076024293899536, 0.12378296256065369, 0.15704886615276337, -0.10216877609491348, -0.4613530933856964, 0.379158079624176, 0.6205013990402222, -0.27913209795951843, -0.35050535202026367, -0.21593022346496582, -0.37880635261535645, 0.21809229254722595]",0,1,0
667341,Cc1c2oc(=O)cc(c3ccc(OC)cc3)c2ccc1OCc4nnn[nH]4,24.94433333,0.055666667,1.320574585,0.027340224,"[-1.6266655921936035, -2.599513530731201, -2.045901298522949, 0.5953199863433838, 0.8246668577194214, -0.4382171034812927, -2.7360434532165527, -0.8636682033538818, -0.257499098777771, 0.17519144713878632, -0.6942344307899475, 0.6128340363502502, 1.9380853176116943, 0.005484968423843384, -2.7274301052093506, -1.4171103239059448, 2.8746299743652344, -1.4975401163101196, 2.2282557487487793, -0.28676706552505493, 0.3424287736415863, 0.3588753342628479, 1.2832939624786377, 0.5965251922607422, -4.115157127380371, -1.8458819389343262, 1.8616087436676025, -1.3293054103851318, 0.19478970766067505, -0.2946050763130188, 0.40521475672721863, -0.3110164999961853, -0.03861284628510475, -0.5271816253662109, 0.2881554365158081, -0.5419608354568481, -0.05540852248668671, -0.11411765962839127, 0.045672252774238586, -0.8116709589958191, 0.9876764416694641, 0.3721175789833069, -0.3542066812515259, 0.45786136388778687, 0.5388802289962769, 0.08789995312690735, 0.07616212964057922, 0.038210876286029816, -0.3954281508922577, 0.266917884349823, 0.558152437210083, -0.43022167682647705, -0.11307352781295776, -0.14604002237319946, -0.27279943227767944, 0.07807379961013794]",0,1,0
1589186,Cc1c(OCC#N)ccc2c1oc(=O)c1ccccc12,12.222,0.111,0.647043253,0.014556719,"[-2.8869564533233643, -2.0337376594543457, 0.1467386931180954, 2.8922128677368164, 0.32565176486968994, 1.306918740272522, -2.7833456993103027, 1.9847079515457153, 3.0889017581939697, -1.3953807353973389, 0.07506908476352692, 0.6375932097434998, -1.030775547027588, -2.02809476852417, -2.0184133052825928, 0.43840324878692627, -0.7506159543991089, -1.5767242908477783, 1.5939198732376099, 1.3297208547592163, -1.2256337404251099, 1.9584959745407104, -0.7379812598228455, 0.3733731806278229, -1.1562761068344116, -1.5860389471054077, 0.7287774682044983, -1.6580982208251953, 0.05807650461792946, -0.41343650221824646, 0.19699646532535553, 0.7925609946250916, 0.5615800619125366, -0.8778961896896362, 0.1972891390323639, -0.21866533160209656, -0.17907094955444336, -0.27268391847610474, 0.14724011719226837, -0.9263503551483154, 0.5679691433906555, 0.36385148763656616, -0.6781113147735596, 0.45851194858551025, 0.6312437653541565, -0.24620161950588226, 0.14838889241218567, 0.2365904301404953, -0.3896983563899994, 0.26888900995254517, 0.39119935035705566, -0.06137425824999809, -0.20321747660636902, 0.5428913831710815, -0.39606139063835144, -0.29810255765914917]",0,1,0
3561550,COc1ccc2[nH]c3c(CCNC33CCN(C)CC3)c2c1,14.83333333,0.166666667,0.956989247,0.012638847,"[1.3988590240478516, -2.7583603858947754, 0.37396329641342163, 2.4201791286468506, 0.9987295269966125, -1.8594069480895996, 0.5472149848937988, 3.719813108444214, -0.5634864568710327, -2.9755148887634277, -2.35383677482605, -2.1703543663024902, 1.7062208652496338, -0.7753909230232239, -0.9863842725753784, -3.646233081817627, -1.2204009294509888, -2.4569432735443115, 0.2267996221780777, 2.59037446975708, 0.7142016291618347, -2.2769598960876465, -4.164929389953613, -1.7940994501113892, -0.4678747057914734, 2.117957592010498, 4.247317790985107, -1.6681374311447144, -0.009364675730466843, -0.6694608926773071, 0.6656217575073242, -0.021109649911522865, -0.24359047412872314, -0.053428467363119125, 0.43413931131362915, 0.22327172756195068, -0.1342875063419342, -0.32836776971817017, 0.5510829091072083, -0.71265709400177, 0.021892674267292023, 0.3533753752708435, 0.15668685734272003, 0.31961697340011597, -1.0031919479370117, -0.8669136762619019, 0.10060680657625198, 0.13203273713588715, -0.931830883026123, 0.5247054100036621, 0.07774047553539276, -0.009287741035223007, 0.5801603198051453, -0.677801787853241, -0.2055572122335434, -0.2681402266025543]",1,0,0
17368935,"CC(C)c1ccc(cc1)C(=O)NN1C(=O)C2C3CCC(O3)C2C1=O |TLB:22:21:20:17.18,THB:13:15:20:17.18|",15.58333333,0.083333333,1.005376344,0.008809064,"[-1.8449558019638062, -2.2012698650360107, -0.521475076675415, -0.8230767846107483, 0.8187717199325562, 3.1836788654327393, -1.7387299537658691, 3.2213571071624756, -2.3183090686798096, 3.0229732990264893, -1.193870186805725, -1.4640181064605713, -2.43493390083313, 1.9988067150115967, 1.5434801578521729, -0.2207060307264328, -0.7181864976882935, 0.10733696073293686, -3.6714420318603516, 1.9006112813949585, 0.7710034251213074, 0.38820934295654297, 3.8403241634368896, 1.3051425218582153, -0.698577880859375, 0.015188110992312431, 1.0396298170089722, 1.614264726638794, 0.2109600007534027, 0.23240357637405396, 0.28851717710494995, -0.2574162185192108, -0.4912106394767761, -0.2543557584285736, 0.45840924978256226, 0.034286387264728546, 0.2897758483886719, 0.09891136735677719, -0.35615232586860657, -0.26073047518730164, 0.4152141213417053, -0.05966003239154816, -0.02021341770887375, 0.7146778702735901, 0.2150106430053711, -0.12422125786542892, 0.2706660032272339, -0.09762809425592422, 0.17835520207881927, -0.20266586542129517, -0.10884757339954376, -0.054722435772418976, 0.11657317727804184, 0.3092002868652344, -0.05043761059641838, 0.136679008603096]",1,0,0
